72.73,45.28,66.67,54.72,95.45,72.41,27.27,12.50,04.63,04.84,27.27,03.77,03.03,05.66,53.57,72.85,16.6,20.8,033,053,21.21,22.64,85.71,75.00,1.333,1.444,45.45,57.17,80.00,52.00,54.55,12.50,1.200,1.462,3,1
58.33,40.91,33.33,45.45,99.99,70.00,37.50,16.67,04.80,05.22,00.00,00.00,00.00,04.55,70.83,71.43,23.8,27.5,024,022,12.50,22.73,66.67,99.99,2.000,2.000,45.83,50.00,63.64,36.36,50.00,00.00,1.600,1.500,1,0
69.77,40.91,55.81,47.73,95.83,66.67,36.84,17.39,04.00,04.32,06.98,02.27,02.33,06.82,83.85,69.35,19.9,23.5,043,044,32.56,27.27,71.43,75.00,1.700,1.889,44.19,29.55,73.68,30.77,60.00,26.32,1.260,1.214,2,1
47.37,51.72,44.74,55.17,82.35,68.75,19.05,30.77,03.73,03.50,07.89,06.90,07.89,03.45,60.32,84.62,15.4,22.4,038,029,21.05,13.79,87.50,50.00,1.286,2.500,55.26,48.28,28.57,50.00,55.56,54.55,1.750,2.400,4,0
42.50,72.73,37.50,66.67,66.67,95.45,28.00,27.27,04.50,04.63,02.50,27.27,00.00,03.03,83.33,53.57,24.5,16.6,040,033,30.00,21.21,75.00,85.71,1.667,1.333,40.00,45.45,18.75,80.00,41.67,54.55,1.333,1.200,3,0
46.67,58.33,40.00,33.33,66.67,99.99,33.33,37.50,05.33,04.80,06.67,00.00,06.67,00.00,76.92,70.83,26.7,23.8,015,024,33.33,12.50,40.00,66.67,2.500,2.000,33.33,45.83,40.00,63.64,60.00,50.00,1.500,1.600,1,1
38.89,62.50,50.00,37.50,77.78,99.99,00.00,40.00,05.25,03.67,00.00,00.00,05.56,12.50,75.00,99.99,25.4,21.0,018,016,38.89,18.75,57.14,66.67,2.250,1.500,27.78,37.50,00.00,66.67,50.00,57.14,2.333,2.667,2,1
66.67,25.00,50.00,16.67,99.99,50.00,33.33,20.00,05.75,04.71,00.00,00.00,00.00,08.33,70.00,99.99,27.8,23.9,012,012,16.67,08.33,50.00,99.99,1.000,4.000,58.33,33.33,57.14,25.00,99.99,14.29,0.000,2.400,4,0
63.16,56.52,52.63,52.17,90.00,83.33,33.33,27.27,02.17,04.38,15.79,08.70,15.79,04.35,69.05,34.91,19.7,15.5,019,023,26.32,21.74,60.00,40.00,3.000,1.000,42.11,52.17,75.00,66.67,50.00,50.00,1.333,1.333,4,1
38.10,35.48,54.76,48.39,52.17,66.67,21.05,06.25,04.73,04.54,04.76,12.90,02.38,06.45,71.87,58.77,23.7,21.6,042,031,26.19,38.71,54.55,41.67,1.000,1.200,42.86,35.48,50.00,54.55,07.69,00.00,1.500,1.143,3,1
60.87,53.33,52.17,60.00,83.33,66.67,36.36,33.33,06.14,04.00,13.04,06.67,00.00,06.67,74.79,57.58,25.1,26.7,023,015,34.78,33.33,62.50,40.00,1.400,1.500,43.48,33.33,70.00,60.00,40.00,60.00,2.500,2.500,1,1
66.67,60.00,50.00,52.00,77.78,84.62,55.56,33.33,06.25,05.63,11.11,04.00,00.00,00.00,76.28,75.25,25.1,27.4,018,025,27.78,40.00,40.00,60.00,1.000,2.000,50.00,32.00,77.78,75.00,75.00,42.86,2.000,2.250,2,1
45.59,54.55,55.88,45.45,65.79,80.00,20.00,33.33,04.36,05.08,08.82,12.12,08.82,09.09,73.17,69.87,20.8,22.8,068,033,39.71,36.36,55.56,75.00,1.933,1.333,47.06,33.33,43.75,45.45,22.22,40.00,1.286,2.333,4,1
41.67,50.00,45.83,56.25,81.82,66.67,07.69,28.57,03.80,03.78,04.17,00.00,12.50,06.25,66.67,58.02,21.5,23.4,024,032,25.00,12.50,16.67,99.99,1.000,2.000,45.83,68.75,63.64,45.45,28.57,33.33,2.000,1.000,3,0
42.86,64.71,50.00,64.71,66.67,81.82,19.05,33.33,04.82,03.67,00.00,00.00,04.76,05.88,79.06,86.36,24.2,21.4,042,017,35.71,35.29,40.00,66.67,1.833,2.250,28.57,47.06,50.00,62.50,40.00,66.67,1.778,1.000,1,1
41.38,41.18,63.79,47.06,59.46,68.75,09.52,16.67,04.89,05.17,08.62,00.00,01.72,05.88,63.89,70.37,20.4,21.7,058,034,29.31,26.47,52.94,44.44,1.667,1.250,37.93,44.12,45.45,26.67,26.32,60.00,1.692,1.000,2,0
39.19,51.35,56.76,43.24,59.52,93.75,12.50,19.05,05.11,04.81,08.11,05.41,01.35,05.41,65.50,62.04,21.5,21.4,074,037,27.03,16.22,50.00,66.67,1.600,1.250,40.54,54.05,43.33,40.00,25.00,63.64,1.647,2.250,2,0
36.36,67.65,48.48,63.24,68.75,90.70,05.88,28.00,03.86,04.22,06.06,16.18,09.09,04.41,72.55,59.42,22.5,19.5,033,068,21.21,27.94,14.29,84.21,1.000,1.563,48.48,42.65,56.25,68.97,20.00,50.00,1.875,1.600,3,0
46.30,53.19,50.00,48.94,74.07,78.26,18.52,29.17,04.73,05.69,00.00,04.26,05.56,00.00,81.17,76.67,24.6,24.8,054,047,33.33,17.02,50.00,75.00,1.667,1.667,37.04,38.30,45.00,55.56,43.75,42.86,1.778,2.083,1,1
52.27,52.63,54.55,47.37,70.83,77.78,30.00,30.00,04.15,05.25,09.09,07.02,02.27,03.51,80.83,63.38,21.5,21.4,044,057,36.36,28.07,56.25,56.25,1.556,1.889,43.18,49.12,52.63,67.86,44.44,15.38,1.250,1.667,4,0
63.64,24.53,56.82,32.08,88.00,58.82,31.58,08.33,04.04,04.30,06.82,03.77,03.41,03.77,67.17,71.62,20.4,22.9,088,053,37.50,26.42,75.76,42.86,1.400,2.333,43.18,41.51,63.16,22.73,41.18,11.76,1.700,1.769,2,1
60.61,22.50,63.64,40.00,76.19,50.00,33.33,04.17,06.63,05.15,03.03,05.00,03.03,07.50,84.21,65.53,32.4,26.0,033,040,30.30,20.00,70.00,12.50,2.286,1.000,48.48,47.50,68.75,26.32,28.57,23.08,1.400,1.556,3,1
61.76,45.83,50.00,54.17,88.24,76.92,35.29,09.09,04.11,05.70,05.88,12.50,02.94,00.00,68.33,73.96,21.3,22.1,034,024,32.35,12.50,81.82,99.99,1.444,1.333,47.06,54.17,68.75,38.46,14.29,37.50,1.600,1.400,1,1
55.88,20.00,58.82,37.14,75.00,46.15,28.57,04.55,03.33,03.42,02.94,02.86,05.88,08.57,70.27,74.04,23.0,22.7,034,035,29.41,28.57,70.00,20.00,1.429,1.000,32.35,34.29,45.45,33.33,53.85,07.69,1.250,1.364,4,0
47.50,46.15,42.50,51.28,88.24,85.00,17.39,05.26,04.17,04.88,10.00,00.00,10.00,07.69,68.22,74.24,22.6,23.4,040,039,30.00,28.21,58.33,45.45,2.000,2.000,40.00,48.72,50.00,47.37,33.33,44.44,1.625,1.800,2,1
37.78,41.77,46.67,36.71,71.43,65.52,08.33,28.00,04.39,04.23,13.33,05.06,04.44,05.06,66.67,75.44,22.9,23.5,045,079,33.33,32.91,46.67,73.08,1.143,1.632,46.67,36.71,47.62,24.14,00.00,29.17,1.125,1.400,3,1
44.44,55.56,40.00,48.89,90.00,90.91,13.33,21.74,04.00,04.88,00.00,02.22,06.00,04.44,68.00,71.09,22.0,24.9,050,045,28.00,28.89,78.57,76.92,1.636,1.500,48.00,35.56,25.00,43.75,41.67,50.00,1.333,1.571,1,0
57.14,44.00,53.57,53.33,80.00,70.00,30.77,14.29,04.53,05.04,03.57,05.33,07.14,04.00,76.86,64.97,21.3,22.4,056,075,26.79,26.67,86.67,65.00,1.538,1.308,41.07,42.67,43.48,34.38,50.00,39.13,1.667,1.538,4,0
60.00,45.45,68.00,40.91,76.47,77.78,25.00,23.08,04.40,06.00,04.00,00.00,04.00,04.55,75.46,79.78,24.7,25.6,025,022,52.00,18.18,76.92,25.00,1.900,1.000,36.00,50.00,55.56,54.55,00.00,42.86,2.500,1.250,1,0
70.97,37.50,61.29,40.63,94.74,53.85,33.33,26.32,03.69,05.00,06.45,06.25,01.61,03.13,71.39,67.39,20.9,23.5,062,032,29.03,25.00,77.78,50.00,1.643,2.000,46.77,53.13,68.97,41.18,66.67,14.29,1.200,1.667,2,1
99.99,40.91,87.50,45.45,99.99,70.00,99.99,16.67,00.00,05.70,18.75,09.09,00.00,04.55,48.33,66.67,24.1,22.9,016,022,37.50,36.36,99.99,25.00,1.333,1.000,43.75,36.36,99.99,50.00,99.99,50.00,0.000,2.000,1,0
52.63,45.10,47.37,56.86,77.78,75.86,30.00,04.55,05.25,04.65,07.02,09.80,03.51,03.92,63.38,66.39,21.4,20.9,057,051,28.07,15.69,56.25,62.50,1.889,1.200,49.12,54.90,67.86,57.14,15.38,13.33,1.667,1.385,4,1
50.00,46.88,40.91,31.25,77.78,90.00,30.77,27.27,04.38,04.94,04.55,03.13,04.55,03.13,96.67,88.49,23.5,24.7,022,032,22.73,28.13,99.99,44.44,1.800,2.250,36.36,43.75,37.50,50.00,33.33,44.44,2.400,1.600,1,0
15.38,51.72,42.31,50.00,36.36,82.76,00.00,20.69,03.86,04.20,00.00,06.90,03.85,05.17,60.19,62.05,21.3,17.8,026,058,26.92,18.97,42.86,36.36,1.333,1.250,34.62,55.17,11.11,59.38,00.00,46.67,1.875,1.000,2,0
67.65,44.44,58.82,50.00,80.00,83.33,50.00,05.56,03.80,04.73,14.71,00.00,11.76,08.33,65.22,57.28,22.4,23.6,034,036,26.47,33.33,77.78,50.00,1.286,1.167,47.06,44.44,75.00,43.75,44.44,37.50,1.800,1.200,3,1
30.77,51.43,46.15,45.71,66.67,81.25,00.00,26.32,03.71,02.00,03.85,00.00,07.69,25.71,56.94,69.51,21.8,19.7,026,035,19.23,25.71,20.00,77.78,1.000,1.429,53.85,48.57,50.00,47.06,00.00,33.33,1.571,1.200,1,0
32.35,51.06,41.18,61.70,57.14,79.31,15.00,05.56,05.13,04.88,00.00,02.13,05.88,06.38,79.17,74.50,26.0,20.3,034,047,35.29,34.04,25.00,68.75,1.000,1.818,29.41,29.79,40.00,50.00,33.33,35.29,1.857,1.909,2,0
50.00,22.22,50.00,50.00,75.00,33.33,25.00,11.11,03.56,04.50,00.00,05.56,16.67,05.56,92.16,75.00,27.4,24.5,024,018,41.67,16.67,80.00,66.67,1.500,1.000,33.33,50.00,25.00,22.22,33.33,00.00,1.500,1.500,1,0
75.00,62.07,68.75,63.79,81.92,72.97,60.00,42.86,03.50,04.73,18.75,13.79,00.00,03.45,71.85,83.33,21.3,22.0,016,058,31.25,31.03,80.00,66.67,1.000,1.500,50.00,44.83,75.00,65.38,66.67,50.00,1.000,2.000,4,0
39.29,53.85,55.36,47.44,54.84,78.38,20.00,31.71,04.55,03.63,03.57,03.85,05.36,10.26,68.38,56.76,24.2,20.1,056,078,21.43,26.92,58.33,71.43,1.000,1.333,50.00,48.72,46.43,44.74,12.50,52.63,1.429,1.143,3,0
58.82,60.00,44.12,52.00,80.00,88.36,42.11,29.17,06.00,03.27,08.82,08.00,00.00,10.00,68.70,63.14,25.9,18.9,034,050,29.41,26.00,60.00,84.62,1.333,1.364,44.12,48.00,73.33,62.50,33.33,30.77,2.000,1.625,1,1
49.18,46.46,42.62,50.21,76.92,70.00,28.57,22.45,03.74,05.25,03.28,04.04,11.48,04.04,74.15,78.94,25.1,22.8,061,099,27.87,27.27,76.47,66.67,2.000,1.500,42.62,48.48,38.46,45.83,38.89,25.00,1.556,2.000,4,0
43.90,22.73,41.46,50.00,70.59,27.27,25.00,18.18,03.75,05.63,00.00,00.00,04.88,00.00,47.67,88.89,22.1,27.0,041,022,24.39,13.64,80.00,33.33,1.625,1.000,43.90,45.45,22.22,30.00,46.15,11.11,1.333,1.875,2,1
21.88,45.71,25.00,42.86,62.50,80.00,08.33,20.00,03.23,04.27,00.00,11.43,31.25,05.71,52.63,71.38,16.3,20.6,032,035,18.75,25.71,33.33,66.67,1.000,1.333,53.13,57.14,29.41,45.00,00.00,16.67,1.444,1.600,3,1
73.91,45.00,65.22,50.00,93.33,80.00,37.50,10.00,03.50,05.17,04.35,17.50,00.00,05.00,82.81,65.12,20.7,18.8,023,040,39.13,22.50,77.78,66.67,1.429,1.500,39.13,52.50,77.78,42.86,60.00,30.00,1.000,1.286,1,0
42.86,25.49,45.24,29.41,78.95,73.33,13.04,05.56,03.11,03.91,09.52,03.92,07.14,19.61,69.11,72.85,19.2,20.5,042,051,21.43,13.73,55.56,42.86,1.600,1.667,50.00,56.86,47.62,27.59,25.00,13.33,1.444,1.455,4,0
45.45,53.33,45.45,73.33,60.00,63.64,33.33,25.00,06.00,06.00,04.55,00.00,00.00,00.00,83.33,83.33,27.5,25.3,022,015,18.18,33.33,75.00,60.00,1.000,1.000,45.45,40.00,60.00,33.33,12.50,75.00,1.857,3.000,1,1
50.00,44.12,54.55,58.82,83.33,65.00,10.00,14.29,05.56,06.33,06.82,14.71,02.27,00.00,91.38,81.82,24.4,28.7,044,034,36.36,23.53,50.00,62.50,1.625,1.400,36.36,35.29,68.75,50.00,25.00,28.57,1.625,1.600,1,0
33.33,35.85,41.27,45.28,61.54,54.17,13.51,20.69,04.53,04.91,01.59,05.66,06.35,03.77,69.05,69.82,23.5,24.7,063,053,26.98,30.19,58.82,25.00,1.800,2.000,36.51,50.94,26.09,44.44,21.74,30.00,1.278,1.714,2,1
44.44,51.79,41.67,64.29,86.67,75.00,14.29,10.00,06.00,05.39,00.00,07.14,05.36,05.36,82.81,58.84,31.2,20.4,036,056,30.56,28.57,63.64,68.75,1.714,2.000,44.44,46.43,37.50,50.00,33.33,35.71,2.600,1.714,3,0
44.12,47.50,58.82,55.00,65.00,72.73,14.29,16.67,06.33,05.80,14.71,10.00,00.00,02.50,81.82,65.43,28.7,20.9,034,040,23.53,40.00,62.50,50.00,1.400,1.500,35.29,37.50,50.00,53.33,28.57,33.33,1.600,2.000,1,0
21.43,50.00,35.71,46.15,40.00,79.17,11.11,25.00,04.13,04.43,07.14,09.62,07.14,09.62,81.48,65.83,19.4,22.1,014,052,14.29,36.54,50.00,68.42,1.000,1.231,64.29,34.62,22.22,44.44,00.00,33.33,1.667,2.000,4,1
41.07,41.07,46.43,48.21,65.38,74.07,20.00,10.34,04.36,04.71,01.79,00.00,03.57,07.14,74.74,71.78,18.8,24.2,056,056,39.29,30.36,59.09,47.06,1.538,1.625,33.93,44.64,47.37,44.00,06.67,28.57,1.167,1.556,2,0
45.45,60.00,50.00,63.33,78.79,73.68,12.12,36.36,04.56,05.00,06.06,10.00,09.09,03.33,70.63,78.43,23.2,26.2,066,030,24.24,30.00,43.75,77.78,2.143,1.286,50.00,50.00,51.52,60.00,35.29,33.33,2.000,2.500,3,0
47.22,53.97,52.78,50.79,73.68,87.50,17.65,19.35,04.21,04.39,00.00,03.17,11.11,07.94,92.67,75.12,26.4,23.5,036,063,41.67,31.75,66.67,75.00,1.400,1.533,38.89,33.33,35.71,47.62,28.57,40.91,2.000,1.500,1,0
48.65,42.00,50.00,48.00,72.97,70.83,24.32,15.38,04.19,04.16,08.11,06.00,08.11,06.00,67.79,63.83,20.9,18.2,074,050,31.08,22.00,60.87,81.82,1.429,1.222,37.84,54.00,50.00,25.93,34.78,41.67,1.533,2.000,4,1
43.75,50.77,50.00,56.92,75.00,81.08,12.50,10.71,05.56,05.00,02.08,03.08,02.08,06.15,65.49,76.36,19.3,21.0,048,065,20.83,30.77,70.00,70.00,1.429,1.929,50.00,33.85,45.83,59.09,21.43,26.09,1.500,1.647,2,0
43.18,42.42,36.36,48.48,75.00,81.25,25.00,05.88,03.76,05.60,06.82,09.09,15.91,00.00,63.61,66.67,22.5,26.2,044,033,27.27,27.27,58.33,44.44,1.429,1.250,45.45,39.39,30.00,38.46,50.00,45.45,1.000,1.600,3,0
45.59,36.67,41.18,46.67,89.29,57.14,15.00,18.75,04.38,04.08,04.41,03.33,05.88,03.33,70.85,72.96,21.5,24.5,068,030,29.41,13.33,80.00,75.00,1.563,2.000,42.65,50.00,27.59,33.33,36.84,27.27,1.455,1.375,1,0
46.67,52.94,43.33,58.82,84.62,80.00,17.65,14.29,04.14,04.82,10.00,02.94,06.67,08.82,37.65,67.42,14.8,22.6,030,034,20.00,17.65,33.33,83.33,1.000,1.800,56.67,58.82,52.94,55.00,42.86,25.00,1.250,1.500,4,0
23.08,55.88,48.72,60.29,36.84,73.17,10.00,29.63,03.94,03.38,02.56,11.76,02.56,05.88,70.83,71.89,22.6,20.3,039,068,23.08,23.53,44.44,75.00,1.500,1.250,43.59,50.00,29.41,50.00,00.00,50.00,1.636,1.500,2,0
64.58,62.50,60.42,65.00,80.76,80.77,36.84,28.57,03.40,04.10,10.42,07.50,10.42,07.50,61.19,78.33,21.4,26.3,048,040,27.08,32.50,76.92,84.62,1.300,1.273,50.00,47.50,70.83,63.16,36.36,25.00,1.571,1.750,3,0
63.41,38.46,53.66,41.03,86.36,62.50,36.84,21.74,04.33,04.65,09.76,02.56,02.44,10.26,79.32,78.33,22.7,27.4,041,039,36.59,28.21,80.00,45.45,1.250,2.000,31.71,41.03,76.92,37.50,30.77,33.33,1.667,1.500,1,0
