36.36,50.00,51.21,50.00,58.82,88.89,12.50,11.11,05.17,03.14,12.12,05.56,09.09,11.11,71.21,47.69,24.2,13.1,033,018,45.45,22.22,46.67,75.00,2.286,1.333,45.45,61.11,26.67,27.27,33.33,99.99,1.500,1.500,4,0
40.00,66.67,40.00,66.67,75.00,87.50,16.67,25.00,04.84,02.33,07.50,16.67,12.50,08.33,69.54,83.33,23.8,22.4,040,012,37.50,25.00,40.00,66.67,1.667,1.000,35.00,66.67,42.86,62.50,36.36,99.99,2.714,2.714,3,0
47.62,47.62,52.38,47.62,72.73,80.00,20.00,18.18,05.00,05.00,09.52,00.00,00.00,09.52,97.78,70.59,22.3,22.3,021,021,33.33,33.33,57.14,57.14,1.750,1.500,33.33,33.33,57.14,42.86,28.57,42.86,1.500,1.750,1,0
44.44,25.00,50.00,43.75,77.78,42.86,11.11,11.11,04.38,04.33,11.11,00.00,05.56,00.00,32.44,96.15,13.1,27.4,018,016,16.67,43.75,00.00,28.57,1.000,1.000,61.11,31.25,63.64,40.00,25.00,00.00,1.333,1.333,4,1
33.33,38.46,33.33,46.15,75.00,66.67,12.50,14.29,04.00,08.40,08.33,07.69,16.67,00.00,78.57,85.71,22.4,34.8,012,013,08.33,15.38,00.00,50.00,1.000,1.000,66.67,38.46,37.50,40.00,33.33,33.33,1.000,1.333,3,1
55.56,20.00,50.00,53.33,88.89,25.00,22.22,14.29,05.57,05.20,05.56,00.00,00.00,00.00,77.86,83.33,25.4,24.6,018,015,33.33,20.00,50.00,33.33,2.333,1.000,27.78,46.67,80.00,28.57,42.86,00.00,2.250,2.000,2,1
18.75,37.84,31.25,45.95,40.00,52.94,09.09,25.00,03.67,05.36,00.00,02.70,18.75,05.41,51.28,80.13,21.3,24.9,016,037,18.75,29.71,33.33,36.36,1.000,1.500,50.00,43.24,25.00,37.50,00.00,40.00,1.000,2.000,4,1
57.14,76.47,50.00,70.59,71.43,99.99,42.86,20.00,05.00,06.50,07.14,23.53,00.00,00.00,74.07,67.95,30.5,19.8,014,017,35.71,23.53,80.00,99.99,2.000,1.000,35.71,52.94,40.00,77.78,50.00,50.00,1.000,1.500,4,1
41.18,50.00,52.94,42.86,77.78,83.33,00.00,25.00,01.88,05.50,00.00,00.00,35.29,07.14,65.42,81.48,17.1,24.9,017,014,17.65,42.86,66.67,33.33,1.500,1.000,52.94,35.71,33.33,60.00,40.00,66.67,1.333,3.000,1,1
36.36,33.33,50.00,36.36,63.64,58.33,09.09,19.05,04.57,05.00,00.00,03.03,09.09,09.09,66.67,60.51,22.9,24.4,022,033,31.82,33.33,42.86,54.55,1.000,2.000,27.27,48.48,16.67,31.25,44.44,00.00,1.600,1.200,4,1
55.56,47.06,66.67,55.88,66.67,73.68,33.33,13.33,03.17,03.85,16.67,02.94,05.56,08.82,73.77,67.39,21.1,22.1,036,034,19.44,29.41,71.43,80.00,1.000,1.875,47.22,29.41,58.82,30.00,41.67,35.71,1.400,1.000,2,1
53.57,36.84,42.86,47.37,66.67,66.67,43.75,10.00,03.44,04.67,03.57,15.79,10.71,15.79,58.82,69.23,21.1,19.7,028,019,17.86,31.58,60.00,50.00,1.000,1.333,46.43,42.11,53.85,25.00,50.00,40.00,1.800,3.000,4,0
44.83,44.44,62.07,55.56,66.67,80.00,09.09,00.00,06.10,03.67,03.45,00.00,00.00,11.11,68.58,83.33,29.0,19.9,029,009,34.38,22.22,50.00,50.00,1.400,3.000,41.38,44.44,33.33,25.00,57.14,66.67,1.667,1.000,1,0
57.89,33.33,31.58,50.00,99.99,44.44,38.46,22.22,04.14,04.57,05.26,00.00,10.53,11.11,71.82,71.11,19.9,25.1,019,018,47.37,22.22,66.67,25.00,2.000,2.000,42.11,50.00,62.50,22.22,00.00,60.00,1.000,1.000,2,0
56.25,53.33,62.50,33.33,80.00,80.00,16.67,40.00,04.33,04.83,00.00,13.33,06.25,00.00,78.33,74.17,25.4,22.8,016,015,31.25,20.00,20.00,66.67,1.000,1.000,43.75,80.00,85.71,50.00,50.00,00.00,3.000,0.000,3,0
42.86,34.62,48.57,42.31,76.47,72.73,11.11,06.67,05.38,05.38,05.71,03.85,02.86,00.00,95.65,84.44,24.3,25.2,035,026,40.00,23.08,42.86,33.33,1.667,2.000,31.43,30.77,63.64,37.50,20.00,33.33,1.714,1.429,1,1
57.14,43.48,50.00,56.52,71.43,46.15,42.86,40.00,05.00,04.83,07.14,04.35,00.00,04.35,74.07,83.33,30.5,21.5,014,023,35.71,21.74,80.00,40.00,2.000,2.000,35.71,47.83,40.00,36.36,50.00,57.14,1.000,1.667,4,0
47.37,31.25,52.63,43.75,90.00,71.43,00.00,00.00,06.14,06.00,00.00,06.25,05.26,00.00,68.33,75.00,26.0,31.7,019,016,36.84,31.25,57.14,20.00,1.250,1.000,42.11,31.25,37.50,40.00,50.00,33.33,1.000,2.000,3,1
16.67,47.62,25.00,52.38,66.67,81.82,00.00,10.00,04.00,04.89,00.00,04.76,08.33,04.76,68.75,73.33,15.1,19.9,012,021,08.33,28.57,00.00,66.67,0.000,1.500,58.33,19.05,14.29,50.00,25.00,36.36,1.000,1.571,2,1
78.57,38.89,50.00,50.00,99.99,59.26,57.14,18.52,08.00,05.13,00.00,01.85,00.00,05.56,99.99,77.03,24.4,25.7,014,054,42.86,22.22,83.33,41.67,1.600,1.600,28.57,44.44,50.00,45.83,99.99,27.78,0.000,2.091,4,0
45.00,72.73,45.00,51.52,88.89,99.99,09.09,43.75,04.80,04.56,00.00,21.21,05.00,03.03,70.51,69.79,23.1,24.2,020,033,40.00,42.42,62.50,71.43,1.600,1.500,30.00,45.45,33.33,80.00,33.33,50.00,1.500,1.500,1,0
55.00,61.02,65.00,54.24,76.92,90.63,14.29,25.93,05.00,04.30,05.00,08.47,05.00,03.39,52.50,64.07,17.9,19.3,020,059,25.00,42.37,80.00,68.00,1.250,1.235,50.00,33.90,40.00,70.00,60.00,35.71,1.000,1.667,2,0
41.51,55.00,54.72,45.00,62.07,99.99,16.67,18.18,04.61,05.38,09.43,10.00,09.43,00.00,73.72,64.44,21.7,24.9,053,020,39.62,30.00,52.38,83.33,2.091,1.600,47.17,55.00,40.00,45.45,14.29,33.33,1.333,2.000,4,1
53.85,38.81,58.97,41.79,65.22,64.29,37.50,20.51,05.10,05.10,10.26,02.99,02.56,04.48,85.80,62.41,21.8,23.7,039,067,30.77,29.85,58.33,55.00,1.429,1.636,43.59,49.25,52.94,42.42,50.00,07.14,2.200,1.083,4,1
64.52,52.50,67.74,60.00,76.19,75.00,40.00,18.75,04.80,04.83,16.13,00.00,00.00,05.00,72.06,81.25,19.4,21.0,031,040,29.03,27.50,66.67,72.73,1.333,1.500,41.94,47.50,46.15,57.89,88.89,20.00,1.000,1.375,3,1
26.32,53.85,31.58,53.85,50.00,71.43,15.38,33.33,05.73,03.33,05.26,00.00,00.00,07.69,91.94,78.57,27.6,28.3,019,013,15.79,38.46,66.67,99.00,1.000,2.000,52.63,46.15,30.00,33.33,00.00,00.00,1.833,1.000,1,1
65.63,14.29,62.50,28.57,85.00,50.00,33.33,00.00,05.00,05.50,06.25,00.00,00.00,07.14,66.67,86.67,27.3,31.2,032,014,21.88,28.57,57.14,00.00,1.250,0.000,56.25,57.14,72.22,25.00,57.14,00.00,2.000,1.000,2,1
32.14,42.50,39.29,37.50,54.55,66.67,17.65,28.00,05.00,04.50,00.00,02.50,00.00,00.00,75.00,83.33,23.3,24.5,028,040,21.43,30.00,50.00,75.00,1.000,1.667,53.57,40.00,40.00,18.75,00.00,41.67,1.714,1.333,3,1
44.44,46.67,44.44,40.00,75.00,66.67,20.00,33.33,05.25,05.33,11.11,06.67,00.00,06.67,94.44,76.92,19.9,26.7,009,015,33.33,33.33,33.33,40.00,1.000,2.500,44.44,33.33,75.00,40.00,00.00,60.00,3.000,1.500,1,1
34.78,62.16,47.83,51.35,72.73,84.21,00.00,38.89,03.18,05.00,08.70,00.00,04.35,05.41,60.83,85.53,19.8,22.7,023,037,13.04,27.03,66.67,90.00,1.500,1.667,56.52,40.54,30.77,53.33,28.57,50.00,1.600,1.667,4,1
00.00,37.50,25.00,37.50,00.00,83.33,00.00,10.00,02.33,04.69,00.00,00.00,25.00,06.25,50.00,70.08,28.4,23.7,008,032,12.50,31.25,00.00,70.00,0.000,1.429,50.00,43.75,00.00,21.43,00.00,25.00,1.000,1.400,1,0
54.84,50.00,45.16,56.25,82.14,66.67,32.35,28.57,03.18,03.78,01.61,00.00,12.90,06.25,58.54,58.02,20.4,23.4,062,032,29.03,12.50,72.22,99.99,1.308,2.000,48.39,68.75,43.33,45.45,57.14,33.33,1.000,1.000,3,1
00.00,41.18,25.00,52.94,00.00,72.22,00.00,06.25,04.22,05.50,00.00,02.94,08.33,02.94,40.28,58.40,21.3,18.5,012,034,25.00,14.71,00.00,80.00,0.000,1.250,33.33,55.88,00.00,36.84,00.00,30.00,2.000,1.571,2,0
63.01,41.18,56.16,41.18,90.24,57.14,28.13,30.00,04.13,04.71,06.85,05.88,02.74,00.00,65.43,81.82,19.3,21.6,073,017,41.10,29.41,73.33,60.00,1.364,2.000,39.73,47.06,65.52,37.50,35.71,25.00,1.667,1.667,2,1
41.67,19.05,45.00,42.86,62.96,33.33,24.24,08.33,04.13,04.22,05.00,00.00,08.33,00.00,67.26,91.18,21.9,26.7,060,021,26.67,42.86,50.00,22.22,1.375,1.000,36.67,28.57,45.45,33.33,31.82,00.00,1.533,1.200,4,1
33.96,29.63,43.40,48.15,69.57,53.85,06.67,07.14,04.46,05.67,03.77,07.41,11.32,03.70,78.76,73.21,22.9,26.7,053,027,26.42,22.22,35.71,16.67,2.400,1.000,45.28,37.04,37.50,40.00,26.67,27.27,2.000,1.571,3,1
37.50,31.43,43.75,37.14,71.43,76.92,11.11,04.55,03.50,05.35,00.00,02.86,25.00,02.86,88.89,88.33,24.6,25.0,016,035,31.25,22.86,60.00,37.50,2.333,1.667,31.25,37.14,20.00,30.77,33.33,28.57,1.500,1.444,1,1
15.79,23.68,26.32,28.95,40.00,63.64,07.14,07.41,05.46,04.29,00.00,02.63,05.26,05.25,80.56,67.68,23.8,20.5,019,038,31.58,23.68,16.67,55.56,1.000,2.400,31.58,47.37,16.67,22.22,14.29,00.00,1.833,1.909,2,1
43.24,36.49,51.35,43.24,68.42,56.25,16.67,21.43,05.07,05.10,02.70,02.70,05.41,04.05,70.00,65.48,21.5,23.6,037,074,29.73,31.08,45.45,52.17,1.600,1.583,45.95,47.30,58.82,40.00,11.11,06.25,1.571,1.071,4,1
